               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  54,              0.7509,             0.33511,               0.852,             0.99473,             0.99511,             0.99468,             0.85233,             0.65291,             0.27381,             0.82036,            0.004753,            0.004753,            0.004753
                  55,             0.75913,             0.33931,             0.84821,             0.99377,             0.99601,             0.99469,             0.85852,             0.63568,             0.27034,             0.81666,            0.004654,            0.004654,            0.004654
                  56,             0.76505,             0.33945,             0.84626,             0.99544,             0.99405,             0.99465,             0.85713,             0.63367,             0.27191,             0.81605,            0.004555,            0.004555,            0.004555
                  57,             0.74131,              0.3322,             0.84592,             0.99567,             0.99445,              0.9947,             0.85813,             0.63307,             0.26654,             0.81644,            0.004456,            0.004456,            0.004456
                  58,             0.74162,             0.32918,             0.84702,              0.9939,             0.99779,             0.99473,             0.85697,             0.63576,             0.26819,             0.81647,            0.004357,            0.004357,            0.004357
                  59,              0.7371,             0.32594,             0.85089,             0.99502,              0.9961,             0.99471,             0.85981,             0.62429,             0.26476,             0.81404,            0.004258,            0.004258,            0.004258
                  60,             0.73835,             0.32633,              0.8473,             0.99533,             0.99473,             0.99459,             0.85887,             0.63392,             0.26935,             0.81666,            0.004159,            0.004159,            0.004159
                  61,             0.73752,             0.32703,             0.84964,             0.99425,             0.99587,             0.99465,             0.86091,             0.62362,             0.26416,             0.81381,             0.00406,             0.00406,             0.00406
                  62,             0.72552,              0.3239,              0.8468,             0.99521,             0.99544,             0.99467,             0.85998,              0.6308,             0.26527,             0.81553,            0.003961,            0.003961,            0.003961
                  63,             0.73335,             0.32158,             0.84783,             0.99433,             0.99573,             0.99463,             0.86326,             0.61942,             0.26029,             0.81272,            0.003862,            0.003862,            0.003862
                  64,             0.72099,             0.31845,             0.84483,             0.99378,             0.99616,             0.99459,             0.86231,             0.62206,             0.26102,               0.814,            0.003763,            0.003763,            0.003763
                  65,             0.72486,             0.32007,             0.84567,              0.9955,             0.99459,             0.99458,             0.86162,             0.62778,             0.26091,             0.81417,            0.003664,            0.003664,            0.003664
                  66,             0.71882,             0.31747,             0.84646,             0.99457,             0.99544,             0.99457,             0.86309,             0.62191,             0.26123,              0.8135,            0.003565,            0.003565,            0.003565
                  67,             0.72425,              0.3192,             0.84577,             0.99572,              0.9948,             0.99462,             0.86329,             0.61975,             0.25989,             0.81302,            0.003466,            0.003466,            0.003466
                  68,             0.71818,             0.31882,             0.84229,             0.99453,              0.9953,             0.99458,             0.86025,             0.62475,             0.26335,             0.81406,            0.003367,            0.003367,            0.003367
                  69,             0.71965,             0.31801,             0.84631,             0.99423,             0.99559,             0.99461,             0.86262,             0.61653,             0.25912,             0.81241,            0.003268,            0.003268,            0.003268
                  70,             0.71119,             0.31487,             0.84129,             0.99516,             0.99512,              0.9946,             0.86302,              0.6182,             0.25659,              0.8131,            0.003169,            0.003169,            0.003169
                  71,             0.72281,             0.31814,              0.8443,             0.99431,             0.99541,             0.99463,             0.86393,             0.62045,             0.25661,             0.81329,             0.00307,             0.00307,             0.00307
                  72,             0.69523,             0.31132,             0.84148,             0.99431,             0.99549,             0.99445,             0.86052,             0.62368,             0.25913,             0.81348,            0.002971,            0.002971,            0.002971
                  73,             0.71197,             0.31287,             0.84751,             0.99486,             0.99559,              0.9945,             0.86165,             0.62328,             0.25748,             0.81364,            0.002872,            0.002872,            0.002872
                  74,             0.70217,             0.30899,             0.83892,             0.99389,             0.99616,              0.9946,             0.86481,              0.6142,             0.25341,             0.81209,            0.002773,            0.002773,            0.002773
                  75,               0.704,             0.31053,              0.8393,             0.99389,             0.99677,             0.99452,             0.86586,             0.61452,             0.25394,             0.81196,            0.002674,            0.002674,            0.002674
                  76,             0.70115,             0.30882,             0.84055,             0.99516,             0.99457,             0.99457,             0.86401,             0.61307,             0.25443,             0.81186,            0.002575,            0.002575,            0.002575
                  77,             0.70763,             0.31039,             0.84419,             0.99488,             0.99584,             0.99452,             0.86556,             0.61152,             0.25281,             0.81183,            0.002476,            0.002476,            0.002476
                  78,             0.70366,             0.31026,             0.84529,             0.99468,             0.99473,             0.99452,             0.86402,             0.61826,             0.25169,             0.81242,            0.002377,            0.002377,            0.002377
                  79,             0.68335,             0.30096,             0.84035,             0.99457,             0.99502,              0.9945,              0.8668,             0.61091,             0.24989,             0.81093,            0.002278,            0.002278,            0.002278
                  80,             0.69786,              0.3034,              0.8386,             0.99479,             0.99487,             0.99456,             0.86693,             0.61601,             0.25088,             0.81222,            0.002179,            0.002179,            0.002179
                  81,             0.69116,             0.30032,             0.84038,             0.99347,             0.99633,             0.99444,             0.86554,             0.61085,             0.25102,             0.81161,             0.00208,             0.00208,             0.00208
                  82,             0.69833,             0.30373,             0.83923,             0.99331,             0.99701,             0.99448,             0.86673,             0.61231,             0.24891,             0.81162,            0.001981,            0.001981,            0.001981
                  83,             0.69289,             0.30014,             0.84082,              0.9953,             0.99549,             0.99451,             0.86509,             0.61448,             0.24894,             0.81258,            0.001882,            0.001882,            0.001882
                  84,             0.68215,             0.29915,             0.83629,             0.99377,             0.99616,             0.99448,             0.86655,             0.61199,             0.24813,             0.81179,            0.001783,            0.001783,            0.001783
                  85,             0.68488,             0.29712,             0.83795,             0.99377,             0.99601,             0.99449,             0.86569,              0.6143,             0.24805,             0.81221,            0.001684,            0.001684,            0.001684
                  86,             0.69111,             0.30142,              0.8377,             0.99389,             0.99604,             0.99448,             0.86499,             0.61577,             0.24825,             0.81238,            0.001585,            0.001585,            0.001585
                  87,             0.68025,              0.2954,             0.83639,             0.99578,             0.99516,             0.99451,             0.86695,             0.60952,             0.24655,             0.81141,            0.001486,            0.001486,            0.001486
                  88,             0.67466,             0.29228,             0.84013,             0.99417,             0.99636,             0.99448,             0.86617,             0.61147,             0.24666,             0.81166,            0.001387,            0.001387,            0.001387
                  89,             0.67571,             0.29451,             0.83898,              0.9939,             0.99687,             0.99451,             0.86772,             0.61117,             0.24551,             0.81147,            0.001288,            0.001288,            0.001288
                  90,             0.67307,             0.29207,             0.83521,              0.9946,             0.99621,             0.99452,             0.86867,             0.60386,             0.24382,             0.80985,            0.001189,            0.001189,            0.001189
                  91,             0.67378,             0.29344,             0.83592,             0.99432,             0.99623,             0.99455,             0.86765,             0.60869,             0.24464,             0.81089,             0.00109,             0.00109,             0.00109
                  92,             0.67827,              0.2922,             0.83786,             0.99403,             0.99605,             0.99458,              0.8692,             0.60299,              0.2421,              0.8096,            0.000991,            0.000991,            0.000991
                  93,             0.66701,             0.28796,             0.83904,             0.99657,             0.99326,             0.99461,             0.86727,             0.60838,             0.24322,             0.81092,            0.000892,            0.000892,            0.000892
                  94,             0.65699,             0.28277,             0.83678,             0.99316,             0.99687,              0.9946,             0.86951,             0.60741,             0.24383,             0.81044,            0.000793,            0.000793,            0.000793
                  95,             0.66531,             0.28815,             0.83456,             0.99502,             0.99564,             0.99457,             0.86964,             0.60487,              0.2415,             0.81037,            0.000694,            0.000694,            0.000694
                  96,             0.66709,             0.28766,             0.83715,              0.9952,             0.99544,             0.99456,             0.86969,             0.60419,             0.24072,             0.81027,            0.000595,            0.000595,            0.000595
                  97,             0.66965,              0.2884,             0.83612,             0.99545,             0.99581,             0.99457,             0.86724,             0.60655,             0.24119,             0.81065,            0.000496,            0.000496,            0.000496
                  98,              0.6596,             0.28349,             0.83225,             0.99516,             0.99636,             0.99453,             0.86965,             0.60212,             0.23929,             0.80962,            0.000397,            0.000397,            0.000397
                  99,             0.66181,             0.28364,             0.83234,             0.99496,              0.9963,             0.99455,             0.86958,             0.60227,             0.23909,             0.80955,            0.000298,            0.000298,            0.000298
